name,diameter,weight
grapefruit,10.05,175.13
grapefruit,10.05,175.19
grapefruit,10.06,175.22
grapefruit,10.06,175.22
grapefruit,10.06,175.23
grapefruit,10.06,175.26
grapefruit,10.06,175.27
grapefruit,10.07,175.28
grapefruit,10.07,175.29
grapefruit,10.07,175.3
grapefruit,10.07,175.3
grapefruit,10.07,175.31
grapefruit,10.07,175.33
grapefruit,10.07,175.36
grapefruit,10.07,175.42
grapefruit,10.07,175.45
grapefruit,10.07,175.46
grapefruit,10.07,175.47
grapefruit,10.08,175.5
grapefruit,10.08,175.52
grapefruit,10.08,175.53
grapefruit,10.08,175.53
grapefruit,10.08,175.54
grapefruit,10.09,175.55
grapefruit,10.09,175.58
grapefruit,10.09,175.59
grapefruit,10.09,175.62
grapefruit,10.09,175.63
grapefruit,10.09,175.63
grapefruit,10.09,175.64
grapefruit,10.09,175.65
grapefruit,10.1,175.68
grapefruit,10.1,175.69
grapefruit,10.1,175.69
grapefruit,10.1,175.71
grapefruit,10.1,175.75
grapefruit,10.1,175.75
grapefruit,10.11,175.8
grapefruit,10.11,175.8
grapefruit,10.11,175.82
grapefruit,10.11,175.82
grapefruit,10.11,175.83
grapefruit,10.11,175.84
grapefruit,10.11,175.84
grapefruit,10.11,175.84
grapefruit,10.11,175.86
grapefruit,10.11,175.86
grapefruit,10.11,175.87
grapefruit,10.11,175.93
grapefruit,10.11,175.94
grapefruit,10.11,175.95
grapefruit,10.12,175.99
grapefruit,10.12,176.01
grapefruit,10.12,176.04
grapefruit,10.12,176.04
grapefruit,10.12,176.08
grapefruit,10.12,176.09
grapefruit,10.12,176.18
grapefruit,10.12,176.19
grapefruit,10.13,176.2
grapefruit,10.13,176.22
grapefruit,10.13,176.22
grapefruit,10.13,176.23
grapefruit,10.13,176.23
grapefruit,10.14,176.24
grapefruit,10.14,176.31
grapefruit,10.14,176.33
grapefruit,10.14,176.34
grapefruit,10.14,176.38
grapefruit,10.14,176.38
grapefruit,10.14,176.39
grapefruit,10.14,176.39
grapefruit,10.14,176.42
grapefruit,10.14,176.42
grapefruit,10.15,176.44
grapefruit,10.15,176.45
grapefruit,10.15,176.46
grapefruit,10.15,176.46
grapefruit,10.15,176.46
grapefruit,10.15,176.56
grapefruit,10.15,176.59
grapefruit,10.15,176.6
grapefruit,10.16,176.65
grapefruit,10.16,176.68
grapefruit,10.16,176.69
grapefruit,10.16,176.7
grapefruit,10.16,176.77
grapefruit,10.16,176.78
grapefruit,10.16,176.79
grapefruit,10.17,176.81
grapefruit,10.17,176.81
grapefruit,10.17,176.82
grapefruit,10.17,176.82
grapefruit,10.17,176.84
grapefruit,10.17,176.86
grapefruit,10.17,176.88
grapefruit,10.17,176.88
grapefruit,10.17,176.91
grapefruit,10.18,176.92
grapefruit,10.18,176.92
grapefruit,10.18,176.95
grapefruit,10.18,176.96
grapefruit,10.18,176.96
grapefruit,10.18,176.97
grapefruit,10.18,176.98
grapefruit,10.18,176.99
grapefruit,10.18,177
grapefruit,10.18,177.01
grapefruit,10.18,177.08
grapefruit,10.18,177.09
grapefruit,10.18,177.14
grapefruit,10.18,177.19
grapefruit,10.19,177.21
grapefruit,10.19,177.24
grapefruit,10.19,177.24
grapefruit,10.19,177.26
grapefruit,10.19,177.26
grapefruit,10.19,177.27
grapefruit,10.19,177.28
grapefruit,10.19,177.28
grapefruit,10.19,177.3
grapefruit,10.19,177.32
grapefruit,10.19,177.33
grapefruit,10.19,177.33
grapefruit,10.19,177.34
grapefruit,10.19,177.38
grapefruit,10.19,177.39
grapefruit,10.2,177.4
grapefruit,10.2,177.41
grapefruit,10.2,177.44
grapefruit,10.2,177.47
grapefruit,10.2,177.52
grapefruit,10.2,177.54
grapefruit,10.2,177.54
grapefruit,10.2,177.55
grapefruit,10.2,177.56
grapefruit,10.2,177.58
grapefruit,10.2,177.62
grapefruit,10.21,177.62
grapefruit,10.21,177.63
grapefruit,10.21,177.63
grapefruit,10.21,177.63
grapefruit,10.21,177.64
grapefruit,10.21,177.66
grapefruit,10.21,177.67
grapefruit,10.21,177.67
grapefruit,10.21,177.69
grapefruit,10.22,177.7
grapefruit,10.22,177.76
grapefruit,10.22,177.76
grapefruit,10.22,177.78
grapefruit,10.23,177.82
grapefruit,10.23,177.83
grapefruit,10.23,177.84
grapefruit,10.23,177.87
grapefruit,10.23,177.88
grapefruit,10.23,177.91
grapefruit,10.23,177.93
grapefruit,10.23,177.95
grapefruit,10.24,177.96
grapefruit,10.24,177.97
grapefruit,10.24,177.97
grapefruit,10.24,178
grapefruit,10.24,178
grapefruit,10.25,178.04
grapefruit,10.25,178.06
grapefruit,10.25,178.1
grapefruit,10.25,178.1
grapefruit,10.25,178.1
grapefruit,10.26,178.11
grapefruit,10.26,178.11
grapefruit,10.26,178.13
grapefruit,10.26,178.13
grapefruit,10.26,178.16
grapefruit,10.26,178.19
grapefruit,10.26,178.23
grapefruit,10.26,178.23
grapefruit,10.26,178.25
grapefruit,10.26,178.27
grapefruit,10.26,178.28
grapefruit,10.26,178.28
grapefruit,10.27,178.29
grapefruit,10.27,178.33
grapefruit,10.27,178.36
grapefruit,10.27,178.38
grapefruit,10.27,178.39
grapefruit,10.27,178.41
grapefruit,10.28,178.41
grapefruit,10.28,178.41
grapefruit,10.28,178.43
grapefruit,10.28,178.45
grapefruit,10.28,178.47
grapefruit,10.28,178.48
grapefruit,10.28,178.5
grapefruit,10.29,178.51
grapefruit,10.29,178.51
grapefruit,10.29,178.53
grapefruit,10.29,178.54
grapefruit,10.29,178.55
grapefruit,10.29,178.59
grapefruit,10.29,178.64
grapefruit,10.29,178.69
grapefruit,10.29,178.7
grapefruit,10.29,178.73
grapefruit,10.29,178.74
grapefruit,10.3,178.75
grapefruit,10.3,178.75
grapefruit,10.3,178.76
grapefruit,10.3,178.76
grapefruit,10.3,178.77
grapefruit,10.3,178.78
grapefruit,10.31,178.8
grapefruit,10.31,178.85
grapefruit,10.31,178.89
grapefruit,10.32,178.93
grapefruit,10.32,178.93
grapefruit,10.32,178.94
grapefruit,10.32,178.95
grapefruit,10.32,178.95
grapefruit,10.32,178.96
grapefruit,10.32,178.96
grapefruit,10.32,178.99
grapefruit,10.33,178.99
grapefruit,10.33,178.99
grapefruit,10.33,178.99
grapefruit,10.33,179.01
grapefruit,10.33,179.02
grapefruit,10.33,179.07
grapefruit,10.33,179.07
grapefruit,10.33,179.08
grapefruit,10.33,179.08
grapefruit,10.33,179.1
grapefruit,10.33,179.11
grapefruit,10.33,179.16
grapefruit,10.34,179.18
grapefruit,10.34,179.18
grapefruit,10.34,179.22
grapefruit,10.34,179.22
grapefruit,10.34,179.22
grapefruit,10.34,179.23
grapefruit,10.34,179.24
grapefruit,10.34,179.25
grapefruit,10.34,179.26
grapefruit,10.34,179.27
grapefruit,10.35,179.3
grapefruit,10.35,179.35
grapefruit,10.35,179.36
grapefruit,10.35,179.36
grapefruit,10.35,179.42
grapefruit,10.35,179.44
grapefruit,10.35,179.47
grapefruit,10.35,179.49
grapefruit,10.35,179.5
grapefruit,10.35,179.54
grapefruit,10.35,179.54
grapefruit,10.35,179.55
grapefruit,10.35,179.58
grapefruit,10.35,179.59
grapefruit,10.35,179.6
grapefruit,10.35,179.6
grapefruit,10.35,179.61
grapefruit,10.36,179.62
grapefruit,10.36,179.65
grapefruit,10.36,179.65
grapefruit,10.36,179.66
grapefruit,10.36,179.66
grapefruit,10.36,179.68
grapefruit,10.36,179.68
grapefruit,10.36,179.7
grapefruit,10.36,179.71
grapefruit,10.36,179.72
grapefruit,10.37,179.78
grapefruit,10.37,179.78
grapefruit,10.37,179.79
grapefruit,10.37,179.79
grapefruit,10.37,179.82
grapefruit,10.37,179.84
grapefruit,10.37,179.87
grapefruit,10.37,179.88
grapefruit,10.37,179.88
grapefruit,10.37,179.89
grapefruit,10.37,179.89
grapefruit,10.38,179.9
grapefruit,10.38,179.9
grapefruit,10.38,179.92
grapefruit,10.38,179.93
grapefruit,10.38,179.93
grapefruit,10.38,179.94
grapefruit,10.38,179.94
grapefruit,10.38,179.96
grapefruit,10.38,179.97
grapefruit,10.38,179.99
grapefruit,10.38,179.99
grapefruit,10.38,180.02
grapefruit,10.39,180.03
grapefruit,10.39,180.03
grapefruit,10.39,180.04
grapefruit,10.39,180.06
grapefruit,10.39,180.07
grapefruit,10.39,180.08
grapefruit,10.39,180.08
grapefruit,10.39,180.08
grapefruit,10.39,180.09
grapefruit,10.4,180.1
grapefruit,10.4,180.11
grapefruit,10.4,180.13
grapefruit,10.4,180.13
grapefruit,10.4,180.14
grapefruit,10.4,180.14
grapefruit,10.4,180.14
grapefruit,10.4,180.14
grapefruit,10.4,180.16
grapefruit,10.41,180.18
grapefruit,10.41,180.19
grapefruit,10.41,180.19
grapefruit,10.41,180.21
grapefruit,10.41,180.23
grapefruit,10.41,180.26
grapefruit,10.41,180.29
grapefruit,10.41,180.3
grapefruit,10.41,180.32
grapefruit,10.41,180.35
grapefruit,10.41,180.35
grapefruit,10.42,180.35
grapefruit,10.42,180.41
grapefruit,10.42,180.42
grapefruit,10.42,180.43
grapefruit,10.42,180.46
grapefruit,10.42,180.46
grapefruit,10.42,180.46
grapefruit,10.42,180.47
grapefruit,10.42,180.52
grapefruit,10.42,180.56
grapefruit,10.42,180.57
grapefruit,10.42,180.57
grapefruit,10.42,180.6
grapefruit,10.42,180.61
grapefruit,10.42,180.62
grapefruit,10.42,180.63
grapefruit,10.42,180.63
grapefruit,10.43,180.65
grapefruit,10.43,180.66
grapefruit,10.43,180.68
grapefruit,10.43,180.69
grapefruit,10.43,180.73
grapefruit,10.43,180.78
grapefruit,10.43,180.78
grapefruit,10.43,180.78
grapefruit,10.43,180.79
grapefruit,10.43,180.8
grapefruit,10.43,180.81
grapefruit,10.43,180.82
grapefruit,10.43,180.83
grapefruit,10.43,180.83
grapefruit,10.44,180.85
grapefruit,10.44,180.85
grapefruit,10.44,180.86
grapefruit,10.44,180.88
grapefruit,10.44,180.9
grapefruit,10.44,180.9
grapefruit,10.44,180.92
grapefruit,10.44,180.93
grapefruit,10.44,180.94
grapefruit,10.44,180.95
grapefruit,10.44,180.95
grapefruit,10.44,180.96
grapefruit,10.44,180.99
grapefruit,10.44,181.02
grapefruit,10.44,181.03
grapefruit,10.45,181.04
grapefruit,10.45,181.05
grapefruit,10.45,181.06
grapefruit,10.45,181.06
grapefruit,10.45,181.06
grapefruit,10.45,181.12
grapefruit,10.45,181.12
grapefruit,10.45,181.12
grapefruit,10.45,181.14
grapefruit,10.45,181.16
grapefruit,10.45,181.16
grapefruit,10.46,181.2
grapefruit,10.46,181.2
grapefruit,10.46,181.21
grapefruit,10.46,181.23
grapefruit,10.46,181.24
grapefruit,10.46,181.24
grapefruit,10.46,181.25
grapefruit,10.46,181.28
grapefruit,10.46,181.29
grapefruit,10.46,181.32
grapefruit,10.46,181.32
grapefruit,10.46,181.39
grapefruit,10.47,181.4
grapefruit,10.47,181.4
grapefruit,10.47,181.4
grapefruit,10.47,181.41
grapefruit,10.47,181.41
grapefruit,10.47,181.43
grapefruit,10.47,181.45
grapefruit,10.47,181.47
grapefruit,10.48,181.52
grapefruit,10.48,181.53
grapefruit,10.48,181.54
grapefruit,10.48,181.55
grapefruit,10.48,181.57
grapefruit,10.48,181.58
grapefruit,10.48,181.61
grapefruit,10.48,181.63
grapefruit,10.48,181.63
grapefruit,10.48,181.65
grapefruit,10.49,181.66
grapefruit,10.49,181.68
grapefruit,10.49,181.68
grapefruit,10.49,181.68
grapefruit,10.49,181.69
grapefruit,10.49,181.69
grapefruit,10.5,181.7
grapefruit,10.5,181.71
grapefruit,10.5,181.73
grapefruit,10.5,181.74
grapefruit,10.5,181.76
grapefruit,10.5,181.8
grapefruit,10.5,181.81
grapefruit,10.51,181.82
grapefruit,10.51,181.85
grapefruit,10.51,181.86
grapefruit,10.51,181.86
grapefruit,10.51,181.87
grapefruit,10.51,181.88
grapefruit,10.51,181.91
grapefruit,10.51,181.92
grapefruit,10.51,181.92
grapefruit,10.51,181.96
grapefruit,10.51,182.01
grapefruit,10.51,182.04
grapefruit,10.51,182.05
grapefruit,10.51,182.05
grapefruit,10.51,182.05
grapefruit,10.51,182.07
grapefruit,10.52,182.07
grapefruit,10.52,182.09
grapefruit,10.52,182.09
grapefruit,10.52,182.1
grapefruit,10.52,182.11
grapefruit,10.52,182.11
grapefruit,10.52,182.12
grapefruit,10.52,182.15
grapefruit,10.52,182.16
grapefruit,10.53,182.16
grapefruit,10.53,182.17
grapefruit,10.53,182.19
grapefruit,10.53,182.21
grapefruit,10.53,182.24
grapefruit,10.53,182.26
grapefruit,10.53,182.26
grapefruit,10.53,182.26
grapefruit,10.53,182.27
grapefruit,10.53,182.28
grapefruit,10.53,182.28
grapefruit,10.53,182.29
grapefruit,10.53,182.29
grapefruit,10.54,182.31
grapefruit,10.54,182.33
grapefruit,10.54,182.37
grapefruit,10.54,182.37
grapefruit,10.54,182.4
grapefruit,10.54,182.41
grapefruit,10.54,182.41
grapefruit,10.54,182.42
grapefruit,10.54,182.43
grapefruit,10.54,182.44
grapefruit,10.55,182.46
grapefruit,10.55,182.49
grapefruit,10.55,182.51
grapefruit,10.56,182.51
grapefruit,10.56,182.53
grapefruit,10.56,182.54
grapefruit,10.56,182.54
grapefruit,10.56,182.55
grapefruit,10.56,182.57
grapefruit,10.56,182.57
grapefruit,10.56,182.57
grapefruit,10.56,182.58
grapefruit,10.56,182.58
grapefruit,10.56,182.6
grapefruit,10.56,182.62
grapefruit,10.56,182.62
grapefruit,10.56,182.64
grapefruit,10.56,182.64
grapefruit,10.57,182.65
grapefruit,10.57,182.66
grapefruit,10.57,182.67
grapefruit,10.57,182.68
grapefruit,10.57,182.69
grapefruit,10.57,182.71
grapefruit,10.57,182.71
grapefruit,10.57,182.72
grapefruit,10.57,182.73
grapefruit,10.57,182.73
grapefruit,10.57,182.78
grapefruit,10.57,182.79
grapefruit,10.57,182.83
grapefruit,10.57,182.83
grapefruit,10.57,182.84
grapefruit,10.57,182.85
grapefruit,10.57,182.86
grapefruit,10.58,182.89
grapefruit,10.58,182.89
grapefruit,10.58,182.89
grapefruit,10.58,182.92
grapefruit,10.58,182.93
grapefruit,10.58,182.93
grapefruit,10.58,182.94
grapefruit,10.58,182.94
grapefruit,10.58,182.96
grapefruit,10.58,183.02
grapefruit,10.59,183.04
grapefruit,10.59,183.05
grapefruit,10.59,183.05
grapefruit,10.59,183.06
grapefruit,10.59,183.06
grapefruit,10.59,183.06
grapefruit,10.59,183.07
grapefruit,10.59,183.07
grapefruit,10.59,183.09
grapefruit,10.59,183.1
grapefruit,10.59,183.1
grapefruit,10.6,183.1
grapefruit,10.6,183.11
grapefruit,10.6,183.12
grapefruit,10.6,183.14
grapefruit,10.6,183.14
grapefruit,10.6,183.17
grapefruit,10.6,183.17
grapefruit,10.6,183.19
grapefruit,10.6,183.2
grapefruit,10.6,183.21
grapefruit,10.6,183.23
grapefruit,10.6,183.28
grapefruit,10.61,183.31
grapefruit,10.61,183.36
grapefruit,10.61,183.37
grapefruit,10.61,183.38
grapefruit,10.61,183.38
grapefruit,10.61,183.39
grapefruit,10.61,183.39
grapefruit,10.61,183.39
grapefruit,10.61,183.39
grapefruit,10.61,183.39
grapefruit,10.61,183.4
grapefruit,10.61,183.41
grapefruit,10.61,183.41
grapefruit,10.61,183.45
grapefruit,10.62,183.46
grapefruit,10.62,183.46
grapefruit,10.62,183.48
grapefruit,10.62,183.54
grapefruit,10.62,183.55
grapefruit,10.62,183.57
grapefruit,10.62,183.57
grapefruit,10.62,183.58
grapefruit,10.62,183.6
grapefruit,10.62,183.6
grapefruit,10.62,183.6
grapefruit,10.62,183.64
grapefruit,10.63,183.64
grapefruit,10.63,183.64
grapefruit,10.63,183.64
grapefruit,10.63,183.66
grapefruit,10.63,183.67
grapefruit,10.63,183.68
grapefruit,10.63,183.68
grapefruit,10.63,183.69
grapefruit,10.63,183.71
grapefruit,10.63,183.73
grapefruit,10.63,183.74
grapefruit,10.63,183.75
grapefruit,10.63,183.78
grapefruit,10.64,183.79
grapefruit,10.64,183.81
grapefruit,10.64,183.85
grapefruit,10.64,183.89
grapefruit,10.64,183.89
grapefruit,10.64,183.91
grapefruit,10.64,183.94
grapefruit,10.64,183.96
grapefruit,10.64,183.97
grapefruit,10.64,184
grapefruit,10.65,184.01
grapefruit,10.65,184.09
grapefruit,10.65,184.09
grapefruit,10.65,184.11
grapefruit,10.65,184.11
grapefruit,10.65,184.12
grapefruit,10.65,184.12
grapefruit,10.65,184.14
grapefruit,10.65,184.16
grapefruit,10.65,184.16
grapefruit,10.65,184.17
grapefruit,10.65,184.18
grapefruit,10.65,184.19
grapefruit,10.65,184.19
grapefruit,10.65,184.22
grapefruit,10.66,184.22
grapefruit,10.66,184.25
grapefruit,10.66,184.25
grapefruit,10.66,184.27
grapefruit,10.66,184.27
grapefruit,10.66,184.27
grapefruit,10.66,184.28
grapefruit,10.66,184.31
grapefruit,10.66,184.34
grapefruit,10.66,184.34
grapefruit,10.66,184.34
grapefruit,10.66,184.35
grapefruit,10.66,184.35
grapefruit,10.66,184.36
grapefruit,10.66,184.37
grapefruit,10.66,184.37
grapefruit,10.67,184.37
grapefruit,10.67,184.38
grapefruit,10.67,184.39
grapefruit,10.67,184.44
grapefruit,10.67,184.46
grapefruit,10.67,184.46
grapefruit,10.67,184.47
grapefruit,10.67,184.47
grapefruit,10.67,184.48
grapefruit,10.67,184.49
grapefruit,10.67,184.49
grapefruit,10.67,184.5
grapefruit,10.68,184.5
grapefruit,10.68,184.53
grapefruit,10.68,184.53
grapefruit,10.68,184.54
grapefruit,10.68,184.58
grapefruit,10.68,184.58
grapefruit,10.68,184.58
grapefruit,10.68,184.59
grapefruit,10.68,184.64
grapefruit,10.68,184.64
grapefruit,10.68,184.65
grapefruit,10.68,184.66
grapefruit,10.69,184.69
grapefruit,10.69,184.69
grapefruit,10.69,184.7
grapefruit,10.69,184.7
grapefruit,10.69,184.7
grapefruit,10.69,184.71
grapefruit,10.69,184.72
grapefruit,10.69,184.73
grapefruit,10.69,184.73
grapefruit,10.69,184.74
grapefruit,10.69,184.75
grapefruit,10.69,184.75
grapefruit,10.69,184.75
grapefruit,10.69,184.76
grapefruit,10.69,184.77
grapefruit,10.69,184.77
grapefruit,10.69,184.78
grapefruit,10.69,184.81
grapefruit,10.69,184.81
grapefruit,10.69,184.85
grapefruit,10.7,184.85
grapefruit,10.7,184.87
grapefruit,10.7,184.87
grapefruit,10.7,184.93
grapefruit,10.7,184.93
grapefruit,10.7,184.96
grapefruit,10.7,184.97
grapefruit,10.7,184.97
grapefruit,10.7,184.98
grapefruit,10.7,184.99
grapefruit,10.7,184.99
grapefruit,10.7,185.01
grapefruit,10.7,185.01
grapefruit,10.7,185.03
grapefruit,10.71,185.05
grapefruit,10.71,185.05
grapefruit,10.71,185.06
grapefruit,10.71,185.06
grapefruit,10.71,185.06
grapefruit,10.71,185.13
grapefruit,10.71,185.17
grapefruit,10.71,185.17
grapefruit,10.71,185.18
grapefruit,10.71,185.18
grapefruit,10.72,185.18
grapefruit,10.72,185.19
grapefruit,10.72,185.19
grapefruit,10.72,185.2
grapefruit,10.72,185.21
grapefruit,10.72,185.21
grapefruit,10.72,185.22
grapefruit,10.72,185.26
grapefruit,10.72,185.28
grapefruit,10.72,185.3
grapefruit,10.73,185.3
grapefruit,10.73,185.31
grapefruit,10.73,185.32
grapefruit,10.73,185.32
grapefruit,10.73,185.33
grapefruit,10.73,185.34
grapefruit,10.73,185.35
grapefruit,10.73,185.35
grapefruit,10.73,185.35
grapefruit,10.73,185.36
grapefruit,10.73,185.37
grapefruit,10.73,185.38
grapefruit,10.73,185.4
grapefruit,10.73,185.41
grapefruit,10.74,185.41
grapefruit,10.74,185.41
grapefruit,10.74,185.41
grapefruit,10.74,185.41
grapefruit,10.74,185.42
grapefruit,10.74,185.42
grapefruit,10.74,185.43
grapefruit,10.74,185.46
grapefruit,10.74,185.49
grapefruit,10.74,185.5
grapefruit,10.74,185.51
grapefruit,10.74,185.52
grapefruit,10.74,185.54
grapefruit,10.74,185.54
grapefruit,10.74,185.57
grapefruit,10.74,185.57
grapefruit,10.75,185.59
grapefruit,10.75,185.61
grapefruit,10.75,185.61
grapefruit,10.75,185.61
grapefruit,10.75,185.61
grapefruit,10.75,185.61
grapefruit,10.75,185.62
grapefruit,10.75,185.65
grapefruit,10.75,185.65
grapefruit,10.75,185.66
grapefruit,10.75,185.66
grapefruit,10.75,185.67
grapefruit,10.75,185.68
grapefruit,10.75,185.69
grapefruit,10.75,185.7
grapefruit,10.76,185.74
grapefruit,10.76,185.74
grapefruit,10.76,185.76
grapefruit,10.76,185.78
grapefruit,10.76,185.82
grapefruit,10.76,185.82
grapefruit,10.76,185.83
grapefruit,10.76,185.85
grapefruit,10.76,185.89
grapefruit,10.76,185.9
grapefruit,10.76,185.98
grapefruit,10.76,186.01
grapefruit,10.76,186.04
grapefruit,10.76,186.04
grapefruit,10.76,186.05
grapefruit,10.76,186.08
grapefruit,10.76,186.08
grapefruit,10.77,186.12
grapefruit,10.77,186.16
grapefruit,10.77,186.18
grapefruit,10.77,186.21
grapefruit,10.77,186.23
grapefruit,10.77,186.23
grapefruit,10.77,186.23
grapefruit,10.77,186.24
grapefruit,10.77,186.27
grapefruit,10.77,186.28
grapefruit,10.77,186.28
grapefruit,10.77,186.3
grapefruit,10.77,186.32
grapefruit,10.77,186.32
grapefruit,10.77,186.33
grapefruit,10.77,186.33
grapefruit,10.77,186.34
grapefruit,10.77,186.35
grapefruit,10.77,186.36
grapefruit,10.77,186.37
grapefruit,10.77,186.37
grapefruit,10.77,186.38
grapefruit,10.78,186.39
grapefruit,10.78,186.4
grapefruit,10.78,186.41
grapefruit,10.78,186.42
grapefruit,10.78,186.42
grapefruit,10.78,186.42
grapefruit,10.78,186.43
grapefruit,10.78,186.43
grapefruit,10.78,186.45
grapefruit,10.78,186.46
grapefruit,10.78,186.47
grapefruit,10.79,186.48
grapefruit,10.79,186.49
grapefruit,10.79,186.5
grapefruit,10.79,186.52
grapefruit,10.79,186.55
grapefruit,10.79,186.55
grapefruit,10.79,186.56
grapefruit,10.79,186.57
grapefruit,10.79,186.57
grapefruit,10.79,186.57
grapefruit,10.79,186.59
grapefruit,10.79,186.59
grapefruit,10.79,186.6
grapefruit,10.79,186.61
grapefruit,10.79,186.64
grapefruit,10.79,186.66
grapefruit,10.79,186.67
grapefruit,10.79,186.67
grapefruit,10.8,186.67
grapefruit,10.8,186.68
grapefruit,10.8,186.69
grapefruit,10.8,186.7
grapefruit,10.8,186.72
grapefruit,10.8,186.73
grapefruit,10.8,186.74
grapefruit,10.8,186.76
grapefruit,10.8,186.77
grapefruit,10.8,186.77
grapefruit,10.8,186.77
grapefruit,10.8,186.78
grapefruit,10.8,186.79
grapefruit,10.81,186.84
grapefruit,10.81,186.85
grapefruit,10.81,186.87
grapefruit,10.81,186.88
grapefruit,10.81,186.91
grapefruit,10.81,186.95
grapefruit,10.81,186.96
grapefruit,10.81,186.97
grapefruit,10.81,186.99
grapefruit,10.81,186.99
grapefruit,10.81,187.01
grapefruit,10.81,187.02
grapefruit,10.81,187.03
grapefruit,10.81,187.05
grapefruit,10.81,187.05
grapefruit,10.81,187.06
grapefruit,10.81,187.07
grapefruit,10.81,187.09
grapefruit,10.81,187.1
grapefruit,10.81,187.11
grapefruit,10.81,187.14
grapefruit,10.81,187.14
grapefruit,10.82,187.14
grapefruit,10.82,187.15
grapefruit,10.82,187.16
grapefruit,10.82,187.16
grapefruit,10.82,187.16
grapefruit,10.82,187.17
grapefruit,10.82,187.18
grapefruit,10.82,187.19
grapefruit,10.82,187.24
grapefruit,10.82,187.26
grapefruit,10.82,187.27
grapefruit,10.82,187.27
grapefruit,10.82,187.3
grapefruit,10.82,187.31
grapefruit,10.82,187.31
grapefruit,10.82,187.32
grapefruit,10.82,187.33
grapefruit,10.83,187.36
grapefruit,10.83,187.36
grapefruit,10.83,187.39
grapefruit,10.83,187.39
grapefruit,10.83,187.4
grapefruit,10.83,187.41
grapefruit,10.83,187.41
grapefruit,10.83,187.42
grapefruit,10.83,187.43
grapefruit,10.83,187.5
grapefruit,10.83,187.55
grapefruit,10.83,187.55
grapefruit,10.83,187.55
grapefruit,10.83,187.56
grapefruit,10.83,187.56
grapefruit,10.84,187.57
grapefruit,10.84,187.57
grapefruit,10.84,187.59
grapefruit,10.84,187.61
grapefruit,10.84,187.62
grapefruit,10.84,187.63
grapefruit,10.84,187.64
grapefruit,10.84,187.64
grapefruit,10.84,187.66
grapefruit,10.84,187.68
grapefruit,10.84,187.69
grapefruit,10.84,187.69
grapefruit,10.84,187.71
grapefruit,10.84,187.72
grapefruit,10.85,187.74
grapefruit,10.85,187.74
grapefruit,10.85,187.76
grapefruit,10.85,187.77
grapefruit,10.85,187.77
grapefruit,10.85,187.78
grapefruit,10.85,187.79
grapefruit,10.85,187.79
grapefruit,10.85,187.81
grapefruit,10.85,187.81
grapefruit,10.85,187.83
grapefruit,10.86,187.84
grapefruit,10.86,187.85
grapefruit,10.86,187.86
grapefruit,10.86,187.86
grapefruit,10.86,187.87
grapefruit,10.86,187.87
grapefruit,10.86,187.89
grapefruit,10.86,187.89
grapefruit,10.86,187.9
grapefruit,10.86,187.9
grapefruit,10.86,187.9
grapefruit,10.86,187.91
grapefruit,10.86,187.92
grapefruit,10.86,187.96
grapefruit,10.86,187.97
grapefruit,10.86,187.98
grapefruit,10.86,187.98
grapefruit,10.86,187.99
grapefruit,10.86,188
grapefruit,10.87,188.01
grapefruit,10.87,188.03
grapefruit,10.87,188.03
grapefruit,10.87,188.03
grapefruit,10.87,188.07
grapefruit,10.87,188.07
grapefruit,10.87,188.07
grapefruit,10.87,188.08
grapefruit,10.87,188.11
grapefruit,10.87,188.11
grapefruit,10.87,188.12
grapefruit,10.87,188.13
grapefruit,10.87,188.16
grapefruit,10.88,188.19
grapefruit,10.88,188.2
grapefruit,10.88,188.2
grapefruit,10.88,188.22
grapefruit,10.88,188.22
grapefruit,10.88,188.22
grapefruit,10.88,188.22
grapefruit,10.88,188.23
grapefruit,10.88,188.23
grapefruit,10.88,188.24
grapefruit,10.88,188.25
grapefruit,10.88,188.27
grapefruit,10.88,188.28
grapefruit,10.88,188.3
grapefruit,10.88,188.3
grapefruit,10.88,188.31
grapefruit,10.89,188.32
grapefruit,10.89,188.34
grapefruit,10.89,188.34
grapefruit,10.89,188.38
grapefruit,10.89,188.4
grapefruit,10.89,188.41
grapefruit,10.89,188.41
grapefruit,10.89,188.42
grapefruit,10.89,188.43
grapefruit,10.89,188.44
grapefruit,10.89,188.47
grapefruit,10.89,188.49
grapefruit,10.89,188.51
grapefruit,10.89,188.51
grapefruit,10.89,188.54
grapefruit,10.89,188.55
grapefruit,10.89,188.56
grapefruit,10.89,188.56
grapefruit,10.89,188.57
grapefruit,10.89,188.57
grapefruit,10.89,188.59
grapefruit,10.89,188.6
grapefruit,10.89,188.6
grapefruit,10.89,188.63
grapefruit,10.9,188.64
grapefruit,10.9,188.66
grapefruit,10.9,188.66
grapefruit,10.9,188.66
grapefruit,10.9,188.66
grapefruit,10.9,188.68
grapefruit,10.9,188.68
grapefruit,10.91,188.69
grapefruit,10.91,188.69
grapefruit,10.91,188.7
grapefruit,10.91,188.7
grapefruit,10.91,188.7
grapefruit,10.91,188.73
grapefruit,10.91,188.75
grapefruit,10.91,188.75
grapefruit,10.91,188.78
grapefruit,10.91,188.79
grapefruit,10.91,188.8
grapefruit,10.91,188.81
grapefruit,10.91,188.81
grapefruit,10.91,188.82
grapefruit,10.91,188.82
grapefruit,10.92,188.84
grapefruit,10.92,188.85
grapefruit,10.92,188.85
grapefruit,10.92,188.86
